"","time","P [mm]"
"167",2016-01-02 03:40:00,0
"168",2016-01-02 03:50:00,0
"169",2016-01-02 04:00:00,0
"170",2016-01-02 04:10:00,0
"171",2016-01-02 04:20:00,0
"172",2016-01-02 04:30:00,0
"173",2016-01-02 04:40:00,0
"174",2016-01-02 04:50:00,0
"175",2016-01-02 05:00:00,0
"176",2016-01-02 05:10:00,0
"177",2016-01-02 05:20:00,0.1
"178",2016-01-02 05:30:00,0.1
"179",2016-01-02 05:40:00,0
"180",2016-01-02 05:50:00,0.2
"181",2016-01-02 06:00:00,0.1
"182",2016-01-02 06:10:00,0
"183",2016-01-02 06:20:00,0.1
"184",2016-01-02 06:30:00,0
"185",2016-01-02 06:40:00,0.1
"186",2016-01-02 06:50:00,0.1
"187",2016-01-02 07:00:00,0
"188",2016-01-02 07:10:00,0
"189",2016-01-02 07:20:00,0
"190",2016-01-02 07:30:00,0.1
"191",2016-01-02 07:40:00,0.1
"192",2016-01-02 07:50:00,0
"193",2016-01-02 08:00:00,0.1
"194",2016-01-02 08:10:00,0.1
"195",2016-01-02 08:20:00,0.1
"196",2016-01-02 08:30:00,0
"197",2016-01-02 08:40:00,0
"198",2016-01-02 08:50:00,0
"199",2016-01-02 09:00:00,0.1
"200",2016-01-02 09:10:00,0
"201",2016-01-02 09:20:00,0
"202",2016-01-02 09:30:00,0
"203",2016-01-02 09:40:00,0.1
"204",2016-01-02 09:50:00,0
"205",2016-01-02 10:00:00,0
"206",2016-01-02 10:10:00,0
"207",2016-01-02 10:20:00,0
"208",2016-01-02 10:30:00,0
"209",2016-01-02 10:40:00,0.1
"210",2016-01-02 10:50:00,0
"211",2016-01-02 11:00:00,0
"212",2016-01-02 11:10:00,0
"213",2016-01-02 11:20:00,0.1
"214",2016-01-02 11:30:00,0
"215",2016-01-02 11:40:00,0
"216",2016-01-02 11:50:00,0
"217",2016-01-02 12:00:00,0
"218",2016-01-02 12:10:00,0
"219",2016-01-02 12:20:00,0
"220",2016-01-02 12:30:00,0
"221",2016-01-02 12:40:00,0
"222",2016-01-02 12:50:00,0
"223",2016-01-02 13:00:00,0
"224",2016-01-02 13:10:00,0
"225",2016-01-02 13:20:00,0
"226",2016-01-02 13:30:00,0
"227",2016-01-02 13:40:00,0
"228",2016-01-02 13:50:00,0
"229",2016-01-02 14:00:00,0
"230",2016-01-02 14:10:00,0
"231",2016-01-02 14:20:00,0
"232",2016-01-02 14:30:00,0
"233",2016-01-02 14:40:00,0
"234",2016-01-02 14:50:00,0
"235",2016-01-02 15:00:00,0
"236",2016-01-02 15:10:00,0
"237",2016-01-02 15:20:00,0
"238",2016-01-02 15:30:00,0
"239",2016-01-02 15:40:00,0
"240",2016-01-02 15:50:00,0
"241",2016-01-02 16:00:00,0
"242",2016-01-02 16:10:00,0
"243",2016-01-02 16:20:00,0
"244",2016-01-02 16:30:00,0
"245",2016-01-02 16:40:00,0
"246",2016-01-02 16:50:00,0
"247",2016-01-02 17:00:00,0
"248",2016-01-02 17:10:00,0
"249",2016-01-02 17:20:00,0
"250",2016-01-02 17:30:00,0
"251",2016-01-02 17:40:00,0
"252",2016-01-02 17:50:00,0
"253",2016-01-02 18:00:00,0
"254",2016-01-02 18:10:00,0
"255",2016-01-02 18:20:00,0
"256",2016-01-02 18:30:00,0
"257",2016-01-02 18:40:00,0
"258",2016-01-02 18:50:00,0
"259",2016-01-02 19:00:00,0
"260",2016-01-02 19:10:00,0
"261",2016-01-02 19:20:00,0
"262",2016-01-02 19:30:00,0
"263",2016-01-02 19:40:00,0
"264",2016-01-02 19:50:00,0
"265",2016-01-02 20:00:00,0
"266",2016-01-02 20:10:00,0
"267",2016-01-02 20:20:00,0
"268",2016-01-02 20:30:00,0
"269",2016-01-02 20:40:00,0
"270",2016-01-02 20:50:00,0
"271",2016-01-02 21:00:00,0
"272",2016-01-02 21:10:00,0
"273",2016-01-02 21:20:00,0
"274",2016-01-02 21:30:00,0
"275",2016-01-02 21:40:00,0
"276",2016-01-02 21:50:00,0
"277",2016-01-02 22:00:00,0
"278",2016-01-02 22:10:00,0
"279",2016-01-02 22:20:00,0
"280",2016-01-02 22:30:00,0
"281",2016-01-02 22:40:00,0
"282",2016-01-02 22:50:00,0.1
"283",2016-01-02 23:00:00,0.1
"284",2016-01-02 23:10:00,0
"285",2016-01-02 23:20:00,0
"286",2016-01-02 23:30:00,0
"287",2016-01-02 23:40:00,0
"288",2016-01-02 23:50:00,0
"289",2016-01-03 00:00:00,0
"290",2016-01-03 00:10:00,0
"291",2016-01-03 00:20:00,0
"292",2016-01-03 00:30:00,0
"293",2016-01-03 00:40:00,0
"294",2016-01-03 00:50:00,0
"295",2016-01-03 01:00:00,0
"296",2016-01-03 01:10:00,0
"297",2016-01-03 01:20:00,0.2
"298",2016-01-03 01:30:00,0.1
"299",2016-01-03 01:40:00,0.2
"300",2016-01-03 01:50:00,0.1
"301",2016-01-03 02:00:00,0.1
"302",2016-01-03 02:10:00,0.1
"303",2016-01-03 02:20:00,0.1
"304",2016-01-03 02:30:00,0.2
"305",2016-01-03 02:40:00,0.1
"306",2016-01-03 02:50:00,0.1
"307",2016-01-03 03:00:00,0.1
"308",2016-01-03 03:10:00,0
"309",2016-01-03 03:20:00,0
"310",2016-01-03 03:30:00,0
"311",2016-01-03 03:40:00,0
"312",2016-01-03 03:50:00,0.1
"313",2016-01-03 04:00:00,0
"314",2016-01-03 04:10:00,0
"315",2016-01-03 04:20:00,0
"316",2016-01-03 04:30:00,0
"317",2016-01-03 04:40:00,0
"318",2016-01-03 04:50:00,0
"319",2016-01-03 05:00:00,0
"320",2016-01-03 05:10:00,0
"321",2016-01-03 05:20:00,0
"322",2016-01-03 05:30:00,0
"323",2016-01-03 05:40:00,0
"324",2016-01-03 05:50:00,0
"325",2016-01-03 06:00:00,0
"326",2016-01-03 06:10:00,0
"327",2016-01-03 06:20:00,0
"328",2016-01-03 06:30:00,0
"329",2016-01-03 06:40:00,0
"330",2016-01-03 06:50:00,0
"331",2016-01-03 07:00:00,0
"332",2016-01-03 07:10:00,0
"333",2016-01-03 07:20:00,0
"334",2016-01-03 07:30:00,0
"335",2016-01-03 07:40:00,0
"336",2016-01-03 07:50:00,0
"337",2016-01-03 08:00:00,0
"338",2016-01-03 08:10:00,0
"339",2016-01-03 08:20:00,0
"340",2016-01-03 08:30:00,0
"341",2016-01-03 08:40:00,0
"342",2016-01-03 08:50:00,0
"343",2016-01-03 09:00:00,0
"344",2016-01-03 09:10:00,0
"345",2016-01-03 09:20:00,0
"346",2016-01-03 09:30:00,0
"347",2016-01-03 09:40:00,0
"348",2016-01-03 09:50:00,0
"349",2016-01-03 10:00:00,0
"350",2016-01-03 10:10:00,0
"351",2016-01-03 10:20:00,0
"352",2016-01-03 10:30:00,0
"353",2016-01-03 10:40:00,0
"354",2016-01-03 10:50:00,0
"355",2016-01-03 11:00:00,0
"356",2016-01-03 11:10:00,0
"357",2016-01-03 11:20:00,0
"358",2016-01-03 11:30:00,0
"359",2016-01-03 11:40:00,0
"360",2016-01-03 11:50:00,0
"361",2016-01-03 12:00:00,0
"362",2016-01-03 12:10:00,0
"363",2016-01-03 12:20:00,0
"364",2016-01-03 12:30:00,0
"365",2016-01-03 12:40:00,0
"366",2016-01-03 12:50:00,0
"367",2016-01-03 13:00:00,0
"368",2016-01-03 13:10:00,0
"369",2016-01-03 13:20:00,0
"370",2016-01-03 13:30:00,0
"371",2016-01-03 13:40:00,0
"372",2016-01-03 13:50:00,0
"373",2016-01-03 14:00:00,0
"374",2016-01-03 14:10:00,0
"375",2016-01-03 14:20:00,0
"376",2016-01-03 14:30:00,0
"377",2016-01-03 14:40:00,0
"378",2016-01-03 14:50:00,0
"379",2016-01-03 15:00:00,0
"380",2016-01-03 15:10:00,0
"381",2016-01-03 15:20:00,0
"382",2016-01-03 15:30:00,0
"383",2016-01-03 15:40:00,0
"384",2016-01-03 15:50:00,0
"385",2016-01-03 16:00:00,0
"386",2016-01-03 16:10:00,0
"387",2016-01-03 16:20:00,0
"388",2016-01-03 16:30:00,0
"389",2016-01-03 16:40:00,0
"390",2016-01-03 16:50:00,0
"391",2016-01-03 17:00:00,0
"392",2016-01-03 17:10:00,0
"393",2016-01-03 17:20:00,0
"394",2016-01-03 17:30:00,0
"395",2016-01-03 17:40:00,0.1
"396",2016-01-03 17:50:00,0
"397",2016-01-03 18:00:00,0
"398",2016-01-03 18:10:00,0
"399",2016-01-03 18:20:00,0.1
"400",2016-01-03 18:30:00,0.1
"401",2016-01-03 18:40:00,0.1
"402",2016-01-03 18:50:00,0.1
"403",2016-01-03 19:00:00,0.1
"404",2016-01-03 19:10:00,0.1
"405",2016-01-03 19:20:00,0.3
"406",2016-01-03 19:30:00,0.2
"407",2016-01-03 19:40:00,0.2
"408",2016-01-03 19:50:00,0.3
"409",2016-01-03 20:00:00,0.2
"410",2016-01-03 20:10:00,0.3
"411",2016-01-03 20:20:00,0.3
"412",2016-01-03 20:30:00,0.3
"413",2016-01-03 20:40:00,0.3
"414",2016-01-03 20:50:00,0.4
"415",2016-01-03 21:00:00,0.4
"416",2016-01-03 21:10:00,0.5
"417",2016-01-03 21:20:00,0.4
"418",2016-01-03 21:30:00,0.4
"419",2016-01-03 21:40:00,0.5
"420",2016-01-03 21:50:00,0.2
"421",2016-01-03 22:00:00,0.3
"422",2016-01-03 22:10:00,0.2
"423",2016-01-03 22:20:00,0.2
"424",2016-01-03 22:30:00,0.2
"425",2016-01-03 22:40:00,0.3
"426",2016-01-03 22:50:00,0.3
"427",2016-01-03 23:00:00,0.4
"428",2016-01-03 23:10:00,0.2
"429",2016-01-03 23:20:00,0.1
"430",2016-01-03 23:30:00,0.2
"431",2016-01-03 23:40:00,0.2
"432",2016-01-03 23:50:00,0.1
"433",2016-01-04 00:00:00,0
"434",2016-01-04 00:10:00,0.2
"435",2016-01-04 00:20:00,0.1
"436",2016-01-04 00:30:00,0.1
"437",2016-01-04 00:40:00,0
"438",2016-01-04 00:50:00,0.1
"439",2016-01-04 01:00:00,0
"440",2016-01-04 01:10:00,0
"441",2016-01-04 01:20:00,0.1
"442",2016-01-04 01:30:00,0
"443",2016-01-04 01:40:00,0
"444",2016-01-04 01:50:00,0.1
"445",2016-01-04 02:00:00,0.2
"446",2016-01-04 02:10:00,0.3
"447",2016-01-04 02:20:00,0.3
"448",2016-01-04 02:30:00,0.1
"449",2016-01-04 02:40:00,0
"450",2016-01-04 02:50:00,0.1
"451",2016-01-04 03:00:00,0
"452",2016-01-04 03:10:00,0
"453",2016-01-04 03:20:00,0
"454",2016-01-04 03:30:00,0
"455",2016-01-04 03:40:00,0.1
"456",2016-01-04 03:50:00,0
"457",2016-01-04 04:00:00,0
"458",2016-01-04 04:10:00,0
"459",2016-01-04 04:20:00,0
"460",2016-01-04 04:30:00,0
"461",2016-01-04 04:40:00,0
"462",2016-01-04 04:50:00,0
"463",2016-01-04 05:00:00,0
"464",2016-01-04 05:10:00,0
"465",2016-01-04 05:20:00,0
"466",2016-01-04 05:30:00,0
"467",2016-01-04 05:40:00,0
"468",2016-01-04 05:50:00,0
"469",2016-01-04 06:00:00,0
"470",2016-01-04 06:10:00,0
"471",2016-01-04 06:20:00,0
"472",2016-01-04 06:30:00,0.2
"473",2016-01-04 06:40:00,0
"474",2016-01-04 06:50:00,0
"475",2016-01-04 07:00:00,0
"476",2016-01-04 07:10:00,0
"477",2016-01-04 07:20:00,0.2
"478",2016-01-04 07:30:00,0.3
"479",2016-01-04 07:40:00,0.1
"480",2016-01-04 07:50:00,0.1
"481",2016-01-04 08:00:00,0
"482",2016-01-04 08:10:00,0
"483",2016-01-04 08:20:00,0
"484",2016-01-04 08:30:00,0
"485",2016-01-04 08:40:00,0.1
"486",2016-01-04 08:50:00,0
"487",2016-01-04 09:00:00,0
"488",2016-01-04 09:10:00,0
"489",2016-01-04 09:20:00,0
"490",2016-01-04 09:30:00,0
"491",2016-01-04 09:40:00,0
"492",2016-01-04 09:50:00,0.1
"493",2016-01-04 10:00:00,0
"494",2016-01-04 10:10:00,0
"495",2016-01-04 10:20:00,0
"496",2016-01-04 10:30:00,0.2
"497",2016-01-04 10:40:00,0
"498",2016-01-04 10:50:00,0
"499",2016-01-04 11:00:00,0
"500",2016-01-04 11:10:00,0.1
"501",2016-01-04 11:20:00,0
"502",2016-01-04 11:30:00,0
"503",2016-01-04 11:40:00,0
"504",2016-01-04 11:50:00,0
"505",2016-01-04 12:00:00,0
"506",2016-01-04 12:10:00,0
"507",2016-01-04 12:20:00,0
"508",2016-01-04 12:30:00,0
"509",2016-01-04 12:40:00,0
"510",2016-01-04 12:50:00,0
"511",2016-01-04 13:00:00,0
"512",2016-01-04 13:10:00,0
"513",2016-01-04 13:20:00,0
"514",2016-01-04 13:30:00,0
"515",2016-01-04 13:40:00,0
"516",2016-01-04 13:50:00,0
"517",2016-01-04 14:00:00,0.1
"518",2016-01-04 14:10:00,0
"519",2016-01-04 14:20:00,0
"520",2016-01-04 14:30:00,0
"521",2016-01-04 14:40:00,0
"522",2016-01-04 14:50:00,0
"523",2016-01-04 15:00:00,0
"524",2016-01-04 15:10:00,0
"525",2016-01-04 15:20:00,0
"526",2016-01-04 15:30:00,0
"527",2016-01-04 15:40:00,0
"528",2016-01-04 15:50:00,0
"529",2016-01-04 16:00:00,0
"530",2016-01-04 16:10:00,0
"531",2016-01-04 16:20:00,0
"532",2016-01-04 16:30:00,0
"533",2016-01-04 16:40:00,0
"534",2016-01-04 16:50:00,0
"535",2016-01-04 17:00:00,0.1
"536",2016-01-04 17:10:00,0
"537",2016-01-04 17:20:00,0
"538",2016-01-04 17:30:00,0.1
"539",2016-01-04 17:40:00,0
"540",2016-01-04 17:50:00,0
"541",2016-01-04 18:00:00,0
"542",2016-01-04 18:10:00,0
"543",2016-01-04 18:20:00,0
"544",2016-01-04 18:30:00,0
"545",2016-01-04 18:40:00,0
"546",2016-01-04 18:50:00,0
"547",2016-01-04 19:00:00,0
"548",2016-01-04 19:10:00,0
"549",2016-01-04 19:20:00,0.1
"550",2016-01-04 19:30:00,0
"551",2016-01-04 19:40:00,0
"552",2016-01-04 19:50:00,0
"553",2016-01-04 20:00:00,0
"554",2016-01-04 20:10:00,0
"555",2016-01-04 20:20:00,0
"556",2016-01-04 20:30:00,0
"557",2016-01-04 20:40:00,0
"558",2016-01-04 20:50:00,0
"559",2016-01-04 21:00:00,0
"560",2016-01-04 21:10:00,0
"561",2016-01-04 21:20:00,0
"562",2016-01-04 21:30:00,0
"563",2016-01-04 21:40:00,0
"564",2016-01-04 21:50:00,0
"565",2016-01-04 22:00:00,0
"566",2016-01-04 22:10:00,0
"567",2016-01-04 22:20:00,0
"568",2016-01-04 22:30:00,0
"569",2016-01-04 22:40:00,0
"570",2016-01-04 22:50:00,0
"571",2016-01-04 23:00:00,0
"572",2016-01-04 23:10:00,0
"573",2016-01-04 23:20:00,0
"574",2016-01-04 23:30:00,0
"575",2016-01-04 23:40:00,0
"576",2016-01-04 23:50:00,0
"577",2016-01-05 00:00:00,0
"578",2016-01-05 00:10:00,0
"579",2016-01-05 00:20:00,0
"580",2016-01-05 00:30:00,0
"581",2016-01-05 00:40:00,0
"582",2016-01-05 00:50:00,0
"583",2016-01-05 01:00:00,0
"584",2016-01-05 01:10:00,0
"585",2016-01-05 01:20:00,0
"586",2016-01-05 01:30:00,0
"587",2016-01-05 01:40:00,0
"588",2016-01-05 01:50:00,0
"589",2016-01-05 02:00:00,0
"590",2016-01-05 02:10:00,0
"591",2016-01-05 02:20:00,0
"592",2016-01-05 02:30:00,0
"593",2016-01-05 02:40:00,0
"594",2016-01-05 02:50:00,0
"595",2016-01-05 03:00:00,0
"596",2016-01-05 03:10:00,0
"597",2016-01-05 03:20:00,0
"598",2016-01-05 03:30:00,0
"599",2016-01-05 03:40:00,0
"600",2016-01-05 03:50:00,0
"601",2016-01-05 04:00:00,0
"602",2016-01-05 04:10:00,0
"603",2016-01-05 04:20:00,0
"604",2016-01-05 04:30:00,0
"605",2016-01-05 04:40:00,0
"606",2016-01-05 04:50:00,0
"607",2016-01-05 05:00:00,0
"608",2016-01-05 05:10:00,0
"609",2016-01-05 05:20:00,0
"610",2016-01-05 05:30:00,0
"611",2016-01-05 05:40:00,0
"612",2016-01-05 05:50:00,0
"613",2016-01-05 06:00:00,0
"614",2016-01-05 06:10:00,0
"615",2016-01-05 06:20:00,0
"616",2016-01-05 06:30:00,0
"617",2016-01-05 06:40:00,0
"618",2016-01-05 06:50:00,0
"619",2016-01-05 07:00:00,0
"620",2016-01-05 07:10:00,0
"621",2016-01-05 07:20:00,0
"622",2016-01-05 07:30:00,0
"623",2016-01-05 07:40:00,0
"624",2016-01-05 07:50:00,0
"625",2016-01-05 08:00:00,0
"626",2016-01-05 08:10:00,0.1
"627",2016-01-05 08:20:00,0
"628",2016-01-05 08:30:00,0.1
"629",2016-01-05 08:40:00,0
"630",2016-01-05 08:50:00,0
"631",2016-01-05 09:00:00,0
"632",2016-01-05 09:10:00,0
"633",2016-01-05 09:20:00,0.1
"634",2016-01-05 09:30:00,0
"635",2016-01-05 09:40:00,0
"636",2016-01-05 09:50:00,0
"637",2016-01-05 10:00:00,0
"638",2016-01-05 10:10:00,0
"639",2016-01-05 10:20:00,0
"640",2016-01-05 10:30:00,0
"641",2016-01-05 10:40:00,0
"642",2016-01-05 10:50:00,0
"643",2016-01-05 11:00:00,0
"644",2016-01-05 11:10:00,0
"645",2016-01-05 11:20:00,0
"646",2016-01-05 11:30:00,0
"647",2016-01-05 11:40:00,0
"648",2016-01-05 11:50:00,0
"649",2016-01-05 12:00:00,0
"650",2016-01-05 12:10:00,0
"651",2016-01-05 12:20:00,0
"652",2016-01-05 12:30:00,0
"653",2016-01-05 12:40:00,0
"654",2016-01-05 12:50:00,0
"655",2016-01-05 13:00:00,0
"656",2016-01-05 13:10:00,0.1
"657",2016-01-05 13:20:00,0
"658",2016-01-05 13:30:00,0
"659",2016-01-05 13:40:00,0
"660",2016-01-05 13:50:00,0
"661",2016-01-05 14:00:00,0
"662",2016-01-05 14:10:00,0
"663",2016-01-05 14:20:00,0
"664",2016-01-05 14:30:00,0
"665",2016-01-05 14:40:00,0
"666",2016-01-05 14:50:00,0.1
"667",2016-01-05 15:00:00,0
"668",2016-01-05 15:10:00,0
"669",2016-01-05 15:20:00,0
"670",2016-01-05 15:30:00,0
"671",2016-01-05 15:40:00,0
"672",2016-01-05 15:50:00,0
"673",2016-01-05 16:00:00,0
"674",2016-01-05 16:10:00,0
"675",2016-01-05 16:20:00,0
"676",2016-01-05 16:30:00,0
"677",2016-01-05 16:40:00,0
"678",2016-01-05 16:50:00,0
"679",2016-01-05 17:00:00,0
"680",2016-01-05 17:10:00,0
"681",2016-01-05 17:20:00,0.1
"682",2016-01-05 17:30:00,0
"683",2016-01-05 17:40:00,0
"684",2016-01-05 17:50:00,0
"685",2016-01-05 18:00:00,0
"686",2016-01-05 18:10:00,0
"687",2016-01-05 18:20:00,0
"688",2016-01-05 18:30:00,0
"689",2016-01-05 18:40:00,0
"690",2016-01-05 18:50:00,0
"691",2016-01-05 19:00:00,0.1
"692",2016-01-05 19:10:00,0.2
"693",2016-01-05 19:20:00,0.3
"694",2016-01-05 19:30:00,0
"695",2016-01-05 19:40:00,0.1
"696",2016-01-05 19:50:00,0
"697",2016-01-05 20:00:00,0
"698",2016-01-05 20:10:00,0
"699",2016-01-05 20:20:00,0
"700",2016-01-05 20:30:00,0
"701",2016-01-05 20:40:00,0
"702",2016-01-05 20:50:00,0.3
"703",2016-01-05 21:00:00,0.2
"704",2016-01-05 21:10:00,0.1
"705",2016-01-05 21:20:00,0.4
"706",2016-01-05 21:30:00,0.3
"707",2016-01-05 21:40:00,0.5
"708",2016-01-05 21:50:00,0.2
"709",2016-01-05 22:00:00,0
"710",2016-01-05 22:10:00,0.1
"711",2016-01-05 22:20:00,0
"712",2016-01-05 22:30:00,0
"713",2016-01-05 22:40:00,0
"714",2016-01-05 22:50:00,0
"715",2016-01-05 23:00:00,0
"716",2016-01-05 23:10:00,0
"717",2016-01-05 23:20:00,0
"718",2016-01-05 23:30:00,0
"719",2016-01-05 23:40:00,0
"720",2016-01-05 23:50:00,0
"721",2016-01-06 00:00:00,0
"722",2016-01-06 00:10:00,0
"723",2016-01-06 00:20:00,0
"724",2016-01-06 00:30:00,0.1
"725",2016-01-06 00:40:00,0
"726",2016-01-06 00:50:00,0
"727",2016-01-06 01:00:00,0
"728",2016-01-06 01:10:00,0.1
"729",2016-01-06 01:20:00,0
"730",2016-01-06 01:30:00,0.1
"731",2016-01-06 01:40:00,0
"732",2016-01-06 01:50:00,0
"733",2016-01-06 02:00:00,0
"734",2016-01-06 02:10:00,0
"735",2016-01-06 02:20:00,0
"736",2016-01-06 02:30:00,0
"737",2016-01-06 02:40:00,0
"738",2016-01-06 02:50:00,0
"739",2016-01-06 03:00:00,0
"740",2016-01-06 03:10:00,0
"741",2016-01-06 03:20:00,0
"742",2016-01-06 03:30:00,0.1
"743",2016-01-06 03:40:00,0
"744",2016-01-06 03:50:00,0
"745",2016-01-06 04:00:00,0
"746",2016-01-06 04:10:00,0
"747",2016-01-06 04:20:00,0
"748",2016-01-06 04:30:00,0
"749",2016-01-06 04:40:00,0
"750",2016-01-06 04:50:00,0
"751",2016-01-06 05:00:00,0
"752",2016-01-06 05:10:00,0.1
"753",2016-01-06 05:20:00,0
"754",2016-01-06 05:30:00,0
"755",2016-01-06 05:40:00,0
"756",2016-01-06 05:50:00,0.1
"757",2016-01-06 06:00:00,0
"758",2016-01-06 06:10:00,0
"759",2016-01-06 06:20:00,0
"760",2016-01-06 06:30:00,0
"761",2016-01-06 06:40:00,0
"762",2016-01-06 06:50:00,0
"763",2016-01-06 07:00:00,0
