"","time","P [mm]"
"764",2016-01-06 07:10:00,0
"765",2016-01-06 07:20:00,0
"766",2016-01-06 07:30:00,0
"767",2016-01-06 07:40:00,0
"768",2016-01-06 07:50:00,0
"769",2016-01-06 08:00:00,0
"770",2016-01-06 08:10:00,0
"771",2016-01-06 08:20:00,0
"772",2016-01-06 08:30:00,0
"773",2016-01-06 08:40:00,0
"774",2016-01-06 08:50:00,0
"775",2016-01-06 09:00:00,0
"776",2016-01-06 09:10:00,0
"777",2016-01-06 09:20:00,0
"778",2016-01-06 09:30:00,0
"779",2016-01-06 09:40:00,0
"780",2016-01-06 09:50:00,0
"781",2016-01-06 10:00:00,0
"782",2016-01-06 10:10:00,0
"783",2016-01-06 10:20:00,0
"784",2016-01-06 10:30:00,0
"785",2016-01-06 10:40:00,0
"786",2016-01-06 10:50:00,0
"787",2016-01-06 11:00:00,0
"788",2016-01-06 11:10:00,0
"789",2016-01-06 11:20:00,0
"790",2016-01-06 11:30:00,0
"791",2016-01-06 11:40:00,0
"792",2016-01-06 11:50:00,0
"793",2016-01-06 12:00:00,0
"794",2016-01-06 12:10:00,0
"795",2016-01-06 12:20:00,0
"796",2016-01-06 12:30:00,0
"797",2016-01-06 12:40:00,0
"798",2016-01-06 12:50:00,0
"799",2016-01-06 13:00:00,0
"800",2016-01-06 13:10:00,0
"801",2016-01-06 13:20:00,0.1
"802",2016-01-06 13:30:00,0
"803",2016-01-06 13:40:00,0
"804",2016-01-06 13:50:00,0.1
"805",2016-01-06 14:00:00,0
"806",2016-01-06 14:10:00,0.1
"807",2016-01-06 14:20:00,0
"808",2016-01-06 14:30:00,0
"809",2016-01-06 14:40:00,0
"810",2016-01-06 14:50:00,0
"811",2016-01-06 15:00:00,0
"812",2016-01-06 15:10:00,0
"813",2016-01-06 15:20:00,0
"814",2016-01-06 15:30:00,0
"815",2016-01-06 15:40:00,0.1
"816",2016-01-06 15:50:00,0
"817",2016-01-06 16:00:00,0
"818",2016-01-06 16:10:00,0
"819",2016-01-06 16:20:00,0
"820",2016-01-06 16:30:00,0
"821",2016-01-06 16:40:00,0
"822",2016-01-06 16:50:00,0
"823",2016-01-06 17:00:00,0
"824",2016-01-06 17:10:00,0
"825",2016-01-06 17:20:00,0
"826",2016-01-06 17:30:00,0
"827",2016-01-06 17:40:00,0
"828",2016-01-06 17:50:00,0
"829",2016-01-06 18:00:00,0
"830",2016-01-06 18:10:00,0
"831",2016-01-06 18:20:00,0
"832",2016-01-06 18:30:00,0
"833",2016-01-06 18:40:00,0
"834",2016-01-06 18:50:00,0
"835",2016-01-06 19:00:00,0
"836",2016-01-06 19:10:00,0
"837",2016-01-06 19:20:00,0.1
"838",2016-01-06 19:30:00,0.1
"839",2016-01-06 19:40:00,0
"840",2016-01-06 19:50:00,0
"841",2016-01-06 20:00:00,0
"842",2016-01-06 20:10:00,0
"843",2016-01-06 20:20:00,0.2
"844",2016-01-06 20:30:00,0.1
"845",2016-01-06 20:40:00,0
"846",2016-01-06 20:50:00,0
"847",2016-01-06 21:00:00,0.1
"848",2016-01-06 21:10:00,0
"849",2016-01-06 21:20:00,0
"850",2016-01-06 21:30:00,0
"851",2016-01-06 21:40:00,0
"852",2016-01-06 21:50:00,0
"853",2016-01-06 22:00:00,0
"854",2016-01-06 22:10:00,0
"855",2016-01-06 22:20:00,0
"856",2016-01-06 22:30:00,0
"857",2016-01-06 22:40:00,0
"858",2016-01-06 22:50:00,0
"859",2016-01-06 23:00:00,0
"860",2016-01-06 23:10:00,0
"861",2016-01-06 23:20:00,0
"862",2016-01-06 23:30:00,0
"863",2016-01-06 23:40:00,0
"864",2016-01-06 23:50:00,0
"865",2016-01-07 00:00:00,0
"866",2016-01-07 00:10:00,0
"867",2016-01-07 00:20:00,0
"868",2016-01-07 00:30:00,0
"869",2016-01-07 00:40:00,0
"870",2016-01-07 00:50:00,0
"871",2016-01-07 01:00:00,0
"872",2016-01-07 01:10:00,0
"873",2016-01-07 01:20:00,0
"874",2016-01-07 01:30:00,0
"875",2016-01-07 01:40:00,0
"876",2016-01-07 01:50:00,0
"877",2016-01-07 02:00:00,0
"878",2016-01-07 02:10:00,0
"879",2016-01-07 02:20:00,0
"880",2016-01-07 02:30:00,0
"881",2016-01-07 02:40:00,0
"882",2016-01-07 02:50:00,0
"883",2016-01-07 03:00:00,0
"884",2016-01-07 03:10:00,0
"885",2016-01-07 03:20:00,0
"886",2016-01-07 03:30:00,0
"887",2016-01-07 03:40:00,0
"888",2016-01-07 03:50:00,0
"889",2016-01-07 04:00:00,0
"890",2016-01-07 04:10:00,0
"891",2016-01-07 04:20:00,0
"892",2016-01-07 04:30:00,0
"893",2016-01-07 04:40:00,0
"894",2016-01-07 04:50:00,0
"895",2016-01-07 05:00:00,0
"896",2016-01-07 05:10:00,0
"897",2016-01-07 05:20:00,0
"898",2016-01-07 05:30:00,0
"899",2016-01-07 05:40:00,0
"900",2016-01-07 05:50:00,0
"901",2016-01-07 06:00:00,0
"902",2016-01-07 06:10:00,0
"903",2016-01-07 06:20:00,0
"904",2016-01-07 06:30:00,0
"905",2016-01-07 06:40:00,0
"906",2016-01-07 06:50:00,0
"907",2016-01-07 07:00:00,0
"908",2016-01-07 07:10:00,0
"909",2016-01-07 07:20:00,0
"910",2016-01-07 07:30:00,0
"911",2016-01-07 07:40:00,0
"912",2016-01-07 07:50:00,0
"913",2016-01-07 08:00:00,0
"914",2016-01-07 08:10:00,0
"915",2016-01-07 08:20:00,0
"916",2016-01-07 08:30:00,0
"917",2016-01-07 08:40:00,0
"918",2016-01-07 08:50:00,0
"919",2016-01-07 09:00:00,0
"920",2016-01-07 09:10:00,0.1
"921",2016-01-07 09:20:00,0
"922",2016-01-07 09:30:00,0
"923",2016-01-07 09:40:00,0
"924",2016-01-07 09:50:00,0
"925",2016-01-07 10:00:00,0
"926",2016-01-07 10:10:00,0
"927",2016-01-07 10:20:00,0
"928",2016-01-07 10:30:00,0
"929",2016-01-07 10:40:00,0
"930",2016-01-07 10:50:00,0
"931",2016-01-07 11:00:00,0
"932",2016-01-07 11:10:00,0.1
"933",2016-01-07 11:20:00,0.1
"934",2016-01-07 11:30:00,0.2
"935",2016-01-07 11:40:00,0.3
"936",2016-01-07 11:50:00,0.5
"937",2016-01-07 12:00:00,0.4
"938",2016-01-07 12:10:00,0.5
"939",2016-01-07 12:20:00,0.6
"940",2016-01-07 12:30:00,0.5
"941",2016-01-07 12:40:00,0.4
"942",2016-01-07 12:50:00,0.2
"943",2016-01-07 13:00:00,0.2
"944",2016-01-07 13:10:00,0.1
"945",2016-01-07 13:20:00,0.2
"946",2016-01-07 13:30:00,0.3
"947",2016-01-07 13:40:00,0.3
"948",2016-01-07 13:50:00,0.1
"949",2016-01-07 14:00:00,0.1
"950",2016-01-07 14:10:00,0.1
"951",2016-01-07 14:20:00,0
"952",2016-01-07 14:30:00,0
"953",2016-01-07 14:40:00,0
"954",2016-01-07 14:50:00,0
"955",2016-01-07 15:00:00,0
"956",2016-01-07 15:10:00,0
"957",2016-01-07 15:20:00,0
"958",2016-01-07 15:30:00,0.1
"959",2016-01-07 15:40:00,0
"960",2016-01-07 15:50:00,0
"961",2016-01-07 16:00:00,0
"962",2016-01-07 16:10:00,0
"963",2016-01-07 16:20:00,0.1
"964",2016-01-07 16:30:00,0
"965",2016-01-07 16:40:00,0
"966",2016-01-07 16:50:00,0
"967",2016-01-07 17:00:00,0
"968",2016-01-07 17:10:00,0
"969",2016-01-07 17:20:00,0
"970",2016-01-07 17:30:00,0
"971",2016-01-07 17:40:00,0
"972",2016-01-07 17:50:00,0
"973",2016-01-07 18:00:00,0
"974",2016-01-07 18:10:00,0.1
"975",2016-01-07 18:20:00,0
"976",2016-01-07 18:30:00,0
"977",2016-01-07 18:40:00,0
"978",2016-01-07 18:50:00,0
"979",2016-01-07 19:00:00,0
"980",2016-01-07 19:10:00,0
"981",2016-01-07 19:20:00,0
"982",2016-01-07 19:30:00,0
"983",2016-01-07 19:40:00,0
"984",2016-01-07 19:50:00,0
"985",2016-01-07 20:00:00,0
"986",2016-01-07 20:10:00,0
"987",2016-01-07 20:20:00,0
"988",2016-01-07 20:30:00,0
"989",2016-01-07 20:40:00,0
"990",2016-01-07 20:50:00,0
"991",2016-01-07 21:00:00,0
"992",2016-01-07 21:10:00,0
"993",2016-01-07 21:20:00,0
"994",2016-01-07 21:30:00,0
"995",2016-01-07 21:40:00,0
"996",2016-01-07 21:50:00,0
"997",2016-01-07 22:00:00,0
"998",2016-01-07 22:10:00,0
"999",2016-01-07 22:20:00,0
"1000",2016-01-07 22:30:00,0
"1001",2016-01-07 22:40:00,0
"1002",2016-01-07 22:50:00,0
"1003",2016-01-07 23:00:00,0
"1004",2016-01-07 23:10:00,0
"1005",2016-01-07 23:20:00,0.2
"1006",2016-01-07 23:30:00,0
"1007",2016-01-07 23:40:00,0
"1008",2016-01-07 23:50:00,0
"1009",2016-01-08 00:00:00,0
"1010",2016-01-08 00:10:00,0
"1011",2016-01-08 00:20:00,0
"1012",2016-01-08 00:30:00,0
"1013",2016-01-08 00:40:00,0
"1014",2016-01-08 00:50:00,0
"1015",2016-01-08 01:00:00,0
"1016",2016-01-08 01:10:00,0
"1017",2016-01-08 01:20:00,0
"1018",2016-01-08 01:30:00,0
"1019",2016-01-08 01:40:00,0
"1020",2016-01-08 01:50:00,0
"1021",2016-01-08 02:00:00,0
"1022",2016-01-08 02:10:00,0
"1023",2016-01-08 02:20:00,0
"1024",2016-01-08 02:30:00,0
"1025",2016-01-08 02:40:00,0
"1026",2016-01-08 02:50:00,0
"1027",2016-01-08 03:00:00,0
"1028",2016-01-08 03:10:00,0
"1029",2016-01-08 03:20:00,0
"1030",2016-01-08 03:30:00,0
"1031",2016-01-08 03:40:00,0
"1032",2016-01-08 03:50:00,0
"1033",2016-01-08 04:00:00,0
"1034",2016-01-08 04:10:00,0
"1035",2016-01-08 04:20:00,0
"1036",2016-01-08 04:30:00,0
"1037",2016-01-08 04:40:00,0
"1038",2016-01-08 04:50:00,0
"1039",2016-01-08 05:00:00,0
"1040",2016-01-08 05:10:00,0
"1041",2016-01-08 05:20:00,0
"1042",2016-01-08 05:30:00,0
"1043",2016-01-08 05:40:00,0
"1044",2016-01-08 05:50:00,0
"1045",2016-01-08 06:00:00,0
"1046",2016-01-08 06:10:00,0
"1047",2016-01-08 06:20:00,0
"1048",2016-01-08 06:30:00,0
"1049",2016-01-08 06:40:00,0
"1050",2016-01-08 06:50:00,0
"1051",2016-01-08 07:00:00,0
"1052",2016-01-08 07:10:00,0
"1053",2016-01-08 07:20:00,0
"1054",2016-01-08 07:30:00,0
"1055",2016-01-08 07:40:00,0
"1056",2016-01-08 07:50:00,0
"1057",2016-01-08 08:00:00,0
"1058",2016-01-08 08:10:00,0
"1059",2016-01-08 08:20:00,0
"1060",2016-01-08 08:30:00,0
"1061",2016-01-08 08:40:00,0
"1062",2016-01-08 08:50:00,0
"1063",2016-01-08 09:00:00,0
"1064",2016-01-08 09:10:00,0
"1065",2016-01-08 09:20:00,0
"1066",2016-01-08 09:30:00,0
"1067",2016-01-08 09:40:00,0
"1068",2016-01-08 09:50:00,0
"1069",2016-01-08 10:00:00,0
"1070",2016-01-08 10:10:00,0
"1071",2016-01-08 10:20:00,0
"1072",2016-01-08 10:30:00,0
"1073",2016-01-08 10:40:00,0
"1074",2016-01-08 10:50:00,0
"1075",2016-01-08 11:00:00,0
"1076",2016-01-08 11:10:00,0
"1077",2016-01-08 11:20:00,0
"1078",2016-01-08 11:30:00,0
"1079",2016-01-08 11:40:00,0
"1080",2016-01-08 11:50:00,0
"1081",2016-01-08 12:00:00,0
"1082",2016-01-08 12:10:00,0
"1083",2016-01-08 12:20:00,0
"1084",2016-01-08 12:30:00,0
"1085",2016-01-08 12:40:00,0
"1086",2016-01-08 12:50:00,0
"1087",2016-01-08 13:00:00,0
"1088",2016-01-08 13:10:00,0
"1089",2016-01-08 13:20:00,0
"1090",2016-01-08 13:30:00,0
"1091",2016-01-08 13:40:00,0
"1092",2016-01-08 13:50:00,0
"1093",2016-01-08 14:00:00,0
"1094",2016-01-08 14:10:00,0
"1095",2016-01-08 14:20:00,0
"1096",2016-01-08 14:30:00,0
"1097",2016-01-08 14:40:00,0
"1098",2016-01-08 14:50:00,0
"1099",2016-01-08 15:00:00,0
"1100",2016-01-08 15:10:00,0
"1101",2016-01-08 15:20:00,0
"1102",2016-01-08 15:30:00,0
"1103",2016-01-08 15:40:00,0
"1104",2016-01-08 15:50:00,0
"1105",2016-01-08 16:00:00,0
"1106",2016-01-08 16:10:00,0
"1107",2016-01-08 16:20:00,0
"1108",2016-01-08 16:30:00,0
"1109",2016-01-08 16:40:00,0
"1110",2016-01-08 16:50:00,0
"1111",2016-01-08 17:00:00,0
"1112",2016-01-08 17:10:00,0
"1113",2016-01-08 17:20:00,0
"1114",2016-01-08 17:30:00,0
"1115",2016-01-08 17:40:00,0
"1116",2016-01-08 17:50:00,0
"1117",2016-01-08 18:00:00,0
"1118",2016-01-08 18:10:00,0
"1119",2016-01-08 18:20:00,0
"1120",2016-01-08 18:30:00,0
"1121",2016-01-08 18:40:00,0
"1122",2016-01-08 18:50:00,0
"1123",2016-01-08 19:00:00,0
"1124",2016-01-08 19:10:00,0
"1125",2016-01-08 19:20:00,0
"1126",2016-01-08 19:30:00,0
"1127",2016-01-08 19:40:00,0
"1128",2016-01-08 19:50:00,0
"1129",2016-01-08 20:00:00,0
"1130",2016-01-08 20:10:00,0
"1131",2016-01-08 20:20:00,0
"1132",2016-01-08 20:30:00,0
"1133",2016-01-08 20:40:00,0
"1134",2016-01-08 20:50:00,0
"1135",2016-01-08 21:00:00,0
"1136",2016-01-08 21:10:00,0
"1137",2016-01-08 21:20:00,0
"1138",2016-01-08 21:30:00,0
"1139",2016-01-08 21:40:00,0
"1140",2016-01-08 21:50:00,0
"1141",2016-01-08 22:00:00,0
"1142",2016-01-08 22:10:00,0
"1143",2016-01-08 22:20:00,0
"1144",2016-01-08 22:30:00,0
"1145",2016-01-08 22:40:00,0
"1146",2016-01-08 22:50:00,0
"1147",2016-01-08 23:00:00,0
"1148",2016-01-08 23:10:00,0
"1149",2016-01-08 23:20:00,0
"1150",2016-01-08 23:30:00,0
"1151",2016-01-08 23:40:00,0
"1152",2016-01-08 23:50:00,0
"1153",2016-01-09 00:00:00,0
"1154",2016-01-09 00:10:00,0
"1155",2016-01-09 00:20:00,0
"1156",2016-01-09 00:30:00,0
"1157",2016-01-09 00:40:00,0
"1158",2016-01-09 00:50:00,0
"1159",2016-01-09 01:00:00,0
"1160",2016-01-09 01:10:00,0
"1161",2016-01-09 01:20:00,0
"1162",2016-01-09 01:30:00,0
"1163",2016-01-09 01:40:00,0
"1164",2016-01-09 01:50:00,0
"1165",2016-01-09 02:00:00,0
"1166",2016-01-09 02:10:00,0
"1167",2016-01-09 02:20:00,0
"1168",2016-01-09 02:30:00,0
"1169",2016-01-09 02:40:00,0
"1170",2016-01-09 02:50:00,0
"1171",2016-01-09 03:00:00,0
"1172",2016-01-09 03:10:00,0
"1173",2016-01-09 03:20:00,0
"1174",2016-01-09 03:30:00,0
"1175",2016-01-09 03:40:00,0
"1176",2016-01-09 03:50:00,0
"1177",2016-01-09 04:00:00,0
"1178",2016-01-09 04:10:00,0
"1179",2016-01-09 04:20:00,0
"1180",2016-01-09 04:30:00,0
"1181",2016-01-09 04:40:00,0
"1182",2016-01-09 04:50:00,0
"1183",2016-01-09 05:00:00,0
"1184",2016-01-09 05:10:00,0
"1185",2016-01-09 05:20:00,0
"1186",2016-01-09 05:30:00,0
"1187",2016-01-09 05:40:00,0
"1188",2016-01-09 05:50:00,0
"1189",2016-01-09 06:00:00,0
"1190",2016-01-09 06:10:00,0
"1191",2016-01-09 06:20:00,0
"1192",2016-01-09 06:30:00,0
"1193",2016-01-09 06:40:00,0
"1194",2016-01-09 06:50:00,0
"1195",2016-01-09 07:00:00,0
"1196",2016-01-09 07:10:00,0
"1197",2016-01-09 07:20:00,0
"1198",2016-01-09 07:30:00,0
"1199",2016-01-09 07:40:00,0
"1200",2016-01-09 07:50:00,0
"1201",2016-01-09 08:00:00,0
"1202",2016-01-09 08:10:00,0
"1203",2016-01-09 08:20:00,0
"1204",2016-01-09 08:30:00,0
"1205",2016-01-09 08:40:00,0
"1206",2016-01-09 08:50:00,0
"1207",2016-01-09 09:00:00,0
"1208",2016-01-09 09:10:00,0
"1209",2016-01-09 09:20:00,0
"1210",2016-01-09 09:30:00,0
"1211",2016-01-09 09:40:00,0
"1212",2016-01-09 09:50:00,0
"1213",2016-01-09 10:00:00,0
"1214",2016-01-09 10:10:00,0
"1215",2016-01-09 10:20:00,0
"1216",2016-01-09 10:30:00,0
"1217",2016-01-09 10:40:00,0
"1218",2016-01-09 10:50:00,0
"1219",2016-01-09 11:00:00,0
"1220",2016-01-09 11:10:00,0
"1221",2016-01-09 11:20:00,0
"1222",2016-01-09 11:30:00,0
"1223",2016-01-09 11:40:00,0
"1224",2016-01-09 11:50:00,0
"1225",2016-01-09 12:00:00,0
"1226",2016-01-09 12:10:00,0
"1227",2016-01-09 12:20:00,0
"1228",2016-01-09 12:30:00,0
"1229",2016-01-09 12:40:00,0
"1230",2016-01-09 12:50:00,0
"1231",2016-01-09 13:00:00,0
"1232",2016-01-09 13:10:00,0
"1233",2016-01-09 13:20:00,0
"1234",2016-01-09 13:30:00,0
"1235",2016-01-09 13:40:00,0
"1236",2016-01-09 13:50:00,0
"1237",2016-01-09 14:00:00,0
"1238",2016-01-09 14:10:00,0
"1239",2016-01-09 14:20:00,0
"1240",2016-01-09 14:30:00,0
"1241",2016-01-09 14:40:00,0
"1242",2016-01-09 14:50:00,0
"1243",2016-01-09 15:00:00,0
"1244",2016-01-09 15:10:00,0
"1245",2016-01-09 15:20:00,0
"1246",2016-01-09 15:30:00,0
"1247",2016-01-09 15:40:00,0
"1248",2016-01-09 15:50:00,0
"1249",2016-01-09 16:00:00,0
"1250",2016-01-09 16:10:00,0
"1251",2016-01-09 16:20:00,0
"1252",2016-01-09 16:30:00,0
"1253",2016-01-09 16:40:00,0
"1254",2016-01-09 16:50:00,0
"1255",2016-01-09 17:00:00,0
"1256",2016-01-09 17:10:00,0
"1257",2016-01-09 17:20:00,0
"1258",2016-01-09 17:30:00,0
"1259",2016-01-09 17:40:00,0
"1260",2016-01-09 17:50:00,0
"1261",2016-01-09 18:00:00,0
"1262",2016-01-09 18:10:00,0
"1263",2016-01-09 18:20:00,0
"1264",2016-01-09 18:30:00,0
"1265",2016-01-09 18:40:00,0
"1266",2016-01-09 18:50:00,0
"1267",2016-01-09 19:00:00,0
"1268",2016-01-09 19:10:00,0
"1269",2016-01-09 19:20:00,0
"1270",2016-01-09 19:30:00,0
"1271",2016-01-09 19:40:00,0
"1272",2016-01-09 19:50:00,0
"1273",2016-01-09 20:00:00,0
"1274",2016-01-09 20:10:00,0
"1275",2016-01-09 20:20:00,0
"1276",2016-01-09 20:30:00,0
"1277",2016-01-09 20:40:00,0
"1278",2016-01-09 20:50:00,0
"1279",2016-01-09 21:00:00,0
"1280",2016-01-09 21:10:00,0
"1281",2016-01-09 21:20:00,0
"1282",2016-01-09 21:30:00,0
"1283",2016-01-09 21:40:00,0
"1284",2016-01-09 21:50:00,0
"1285",2016-01-09 22:00:00,0
"1286",2016-01-09 22:10:00,0
"1287",2016-01-09 22:20:00,0
"1288",2016-01-09 22:30:00,0
"1289",2016-01-09 22:40:00,0
"1290",2016-01-09 22:50:00,0
"1291",2016-01-09 23:00:00,0
"1292",2016-01-09 23:10:00,0
"1293",2016-01-09 23:20:00,0
"1294",2016-01-09 23:30:00,0
"1295",2016-01-09 23:40:00,0
"1296",2016-01-09 23:50:00,0
"1297",2016-01-10 00:00:00,0
"1298",2016-01-10 00:10:00,0
"1299",2016-01-10 00:20:00,0
"1300",2016-01-10 00:30:00,0
"1301",2016-01-10 00:40:00,0
"1302",2016-01-10 00:50:00,0
"1303",2016-01-10 01:00:00,0
"1304",2016-01-10 01:10:00,0
"1305",2016-01-10 01:20:00,0
"1306",2016-01-10 01:30:00,0.1
"1307",2016-01-10 01:40:00,0.1
"1308",2016-01-10 01:50:00,0
"1309",2016-01-10 02:00:00,0
"1310",2016-01-10 02:10:00,0.1
"1311",2016-01-10 02:20:00,0.1
"1312",2016-01-10 02:30:00,0.1
"1313",2016-01-10 02:40:00,0.1
"1314",2016-01-10 02:50:00,0
"1315",2016-01-10 03:00:00,0.1
"1316",2016-01-10 03:10:00,0
"1317",2016-01-10 03:20:00,0
"1318",2016-01-10 03:30:00,0
"1319",2016-01-10 03:40:00,0
"1320",2016-01-10 03:50:00,0
"1321",2016-01-10 04:00:00,0
"1322",2016-01-10 04:10:00,0
"1323",2016-01-10 04:20:00,0
"1324",2016-01-10 04:30:00,0
"1325",2016-01-10 04:40:00,0
"1326",2016-01-10 04:50:00,0
"1327",2016-01-10 05:00:00,0.1
"1328",2016-01-10 05:10:00,0
"1329",2016-01-10 05:20:00,0
"1330",2016-01-10 05:30:00,0.1
"1331",2016-01-10 05:40:00,0
"1332",2016-01-10 05:50:00,0
"1333",2016-01-10 06:00:00,0
"1334",2016-01-10 06:10:00,0
"1335",2016-01-10 06:20:00,0
"1336",2016-01-10 06:30:00,0
"1337",2016-01-10 06:40:00,0
"1338",2016-01-10 06:50:00,0
"1339",2016-01-10 07:00:00,0
"1340",2016-01-10 07:10:00,0
"1341",2016-01-10 07:20:00,0
"1342",2016-01-10 07:30:00,0
"1343",2016-01-10 07:40:00,0
"1344",2016-01-10 07:50:00,0
"1345",2016-01-10 08:00:00,0
"1346",2016-01-10 08:10:00,0
"1347",2016-01-10 08:20:00,0
"1348",2016-01-10 08:30:00,0
"1349",2016-01-10 08:40:00,0
"1350",2016-01-10 08:50:00,0
"1351",2016-01-10 09:00:00,0
"1352",2016-01-10 09:10:00,0
"1353",2016-01-10 09:20:00,0
"1354",2016-01-10 09:30:00,0
"1355",2016-01-10 09:40:00,0
"1356",2016-01-10 09:50:00,0
"1357",2016-01-10 10:00:00,0
"1358",2016-01-10 10:10:00,0
"1359",2016-01-10 10:20:00,0
"1360",2016-01-10 10:30:00,0
"1361",2016-01-10 10:40:00,0
"1362",2016-01-10 10:50:00,0
"1363",2016-01-10 11:00:00,0
"1364",2016-01-10 11:10:00,0
"1365",2016-01-10 11:20:00,0
"1366",2016-01-10 11:30:00,0
"1367",2016-01-10 11:40:00,0
"1368",2016-01-10 11:50:00,0
"1369",2016-01-10 12:00:00,0
"1370",2016-01-10 12:10:00,0
"1371",2016-01-10 12:20:00,0
"1372",2016-01-10 12:30:00,0
"1373",2016-01-10 12:40:00,0
"1374",2016-01-10 12:50:00,0
"1375",2016-01-10 13:00:00,0
"1376",2016-01-10 13:10:00,0
"1377",2016-01-10 13:20:00,0
"1378",2016-01-10 13:30:00,0
"1379",2016-01-10 13:40:00,0
"1380",2016-01-10 13:50:00,0
"1381",2016-01-10 14:00:00,0
"1382",2016-01-10 14:10:00,0
"1383",2016-01-10 14:20:00,0.1
"1384",2016-01-10 14:30:00,0.1
"1385",2016-01-10 14:40:00,0.4
"1386",2016-01-10 14:50:00,0.5
"1387",2016-01-10 15:00:00,0.1
"1388",2016-01-10 15:10:00,0.2
"1389",2016-01-10 15:20:00,0.3
"1390",2016-01-10 15:30:00,0.3
"1391",2016-01-10 15:40:00,0.2
"1392",2016-01-10 15:50:00,0.3
"1393",2016-01-10 16:00:00,0.1
"1394",2016-01-10 16:10:00,0.2
"1395",2016-01-10 16:20:00,0.1
"1396",2016-01-10 16:30:00,0.1
"1397",2016-01-10 16:40:00,0
"1398",2016-01-10 16:50:00,0
"1399",2016-01-10 17:00:00,0
"1400",2016-01-10 17:10:00,0
"1401",2016-01-10 17:20:00,0
"1402",2016-01-10 17:30:00,0
"1403",2016-01-10 17:40:00,0
"1404",2016-01-10 17:50:00,0
"1405",2016-01-10 18:00:00,0
"1406",2016-01-10 18:10:00,0
"1407",2016-01-10 18:20:00,0
"1408",2016-01-10 18:30:00,0
"1409",2016-01-10 18:40:00,0
"1410",2016-01-10 18:50:00,0
"1411",2016-01-10 19:00:00,0
"1412",2016-01-10 19:10:00,0
"1413",2016-01-10 19:20:00,0
"1414",2016-01-10 19:30:00,0
"1415",2016-01-10 19:40:00,0
"1416",2016-01-10 19:50:00,0
"1417",2016-01-10 20:00:00,0.1
"1418",2016-01-10 20:10:00,0.1
"1419",2016-01-10 20:20:00,0
"1420",2016-01-10 20:30:00,0
"1421",2016-01-10 20:40:00,0
"1422",2016-01-10 20:50:00,0.2
"1423",2016-01-10 21:00:00,0
"1424",2016-01-10 21:10:00,0.1
"1425",2016-01-10 21:20:00,0.2
"1426",2016-01-10 21:30:00,0.1
"1427",2016-01-10 21:40:00,0.1
"1428",2016-01-10 21:50:00,0
"1429",2016-01-10 22:00:00,0
"1430",2016-01-10 22:10:00,0
"1431",2016-01-10 22:20:00,0
"1432",2016-01-10 22:30:00,0
"1433",2016-01-10 22:40:00,0
"1434",2016-01-10 22:50:00,0
"1435",2016-01-10 23:00:00,0
"1436",2016-01-10 23:10:00,0
"1437",2016-01-10 23:20:00,0
"1438",2016-01-10 23:30:00,0
"1439",2016-01-10 23:40:00,0
"1440",2016-01-10 23:50:00,0
"1441",2016-01-11 00:00:00,0
"1442",2016-01-11 00:10:00,0
"1443",2016-01-11 00:20:00,0
"1444",2016-01-11 00:30:00,0
"1445",2016-01-11 00:40:00,0
"1446",2016-01-11 00:50:00,0
"1447",2016-01-11 01:00:00,0
"1448",2016-01-11 01:10:00,0
"1449",2016-01-11 01:20:00,0
"1450",2016-01-11 01:30:00,0
"1451",2016-01-11 01:40:00,0
"1452",2016-01-11 01:50:00,0
"1453",2016-01-11 02:00:00,0
"1454",2016-01-11 02:10:00,0
"1455",2016-01-11 02:20:00,0
"1456",2016-01-11 02:30:00,0
"1457",2016-01-11 02:40:00,0
"1458",2016-01-11 02:50:00,0
"1459",2016-01-11 03:00:00,0
"1460",2016-01-11 03:10:00,0
"1461",2016-01-11 03:20:00,0
"1462",2016-01-11 03:30:00,0
"1463",2016-01-11 03:40:00,0
"1464",2016-01-11 03:50:00,0
"1465",2016-01-11 04:00:00,0
"1466",2016-01-11 04:10:00,0
"1467",2016-01-11 04:20:00,0
"1468",2016-01-11 04:30:00,0
"1469",2016-01-11 04:40:00,0
"1470",2016-01-11 04:50:00,0
"1471",2016-01-11 05:00:00,0
"1472",2016-01-11 05:10:00,0
"1473",2016-01-11 05:20:00,0
"1474",2016-01-11 05:30:00,0
"1475",2016-01-11 05:40:00,0
"1476",2016-01-11 05:50:00,0.1
"1477",2016-01-11 06:00:00,0.1
"1478",2016-01-11 06:10:00,0
"1479",2016-01-11 06:20:00,0
"1480",2016-01-11 06:30:00,0
"1481",2016-01-11 06:40:00,0
"1482",2016-01-11 06:50:00,0
"1483",2016-01-11 07:00:00,0
"1484",2016-01-11 07:10:00,0
"1485",2016-01-11 07:20:00,0.6
"1486",2016-01-11 07:30:00,0.3
"1487",2016-01-11 07:40:00,0.1
"1488",2016-01-11 07:50:00,0
"1489",2016-01-11 08:00:00,0.1
"1490",2016-01-11 08:10:00,0
"1491",2016-01-11 08:20:00,0.1
"1492",2016-01-11 08:30:00,0.1
"1493",2016-01-11 08:40:00,0.1
"1494",2016-01-11 08:50:00,0
"1495",2016-01-11 09:00:00,0
"1496",2016-01-11 09:10:00,0.2
"1497",2016-01-11 09:20:00,0.3
"1498",2016-01-11 09:30:00,0.5
"1499",2016-01-11 09:40:00,0.2
"1500",2016-01-11 09:50:00,0.3
"1501",2016-01-11 10:00:00,0.3
"1502",2016-01-11 10:10:00,0.1
"1503",2016-01-11 10:20:00,0.1
